FIPS,location,census population 2010,estimated population 2019
42087,"Mifflin County, Pennsylvania","46,682","46,138"
42089,"Monroe County, Pennsylvania","169,842","170,271"
42091,"Montgomery County, Pennsylvania","799,874","830,915"
42093,"Montour County, Pennsylvania","18,267","18,230"
42095,"Northampton County, Pennsylvania","297,735","305,285"
42097,"Northumberland County, Pennsylvania","94,528","90,843"
42099,"Perry County, Pennsylvania","45,969","46,272"
42101,"Philadelphia County, Pennsylvania","1,526,006","1,584,064"
42103,"Pike County, Pennsylvania","57,369","55,809"
42105,"Potter County, Pennsylvania","17,457","16,526"
42107,"Schuylkill County, Pennsylvania","148,289","141,359"
42109,"Snyder County, Pennsylvania","39,702","40,372"
42111,"Somerset County, Pennsylvania","77,742","73,447"
42113,"Sullivan County, Pennsylvania","6,428","6,066"
42115,"Susquehanna County, Pennsylvania","43,356","40,328"
42117,"Tioga County, Pennsylvania","41,981","40,591"
42119,"Union County, Pennsylvania","44,947","44,923"
42121,"Venango County, Pennsylvania","54,984","50,668"
42123,"Warren County, Pennsylvania","41,815","39,191"
42125,"Washington County, Pennsylvania","207,820","206,865"
42127,"Wayne County, Pennsylvania","52,822","51,361"
42129,"Westmoreland County, Pennsylvania","365,169","348,899"
42131,"Wyoming County, Pennsylvania","28,276","26,794"
42133,"York County, Pennsylvania","434,972","449,058"
44001,"Bristol County, Rhode Island","49,875","48,479"
44003,"Kent County, Rhode Island","166,158","164,292"
44005,"Newport County, Rhode Island","82,888","82,082"
44007,"Providence County, Rhode Island","626,667","638,931"
44009,"Washington County, Rhode Island","126,979","125,577"
45001,"Abbeville County, South Carolina","25,417","24,527"
45003,"Aiken County, South Carolina","160,099","170,872"
45005,"Allendale County, South Carolina","10,419","8,688"
45007,"Anderson County, South Carolina","187,126","202,558"
45009,"Bamberg County, South Carolina","15,987","14,066"
45011,"Barnwell County, South Carolina","22,621","20,866"
45013,"Beaufort County, South Carolina","162,233","192,122"
45015,"Berkeley County, South Carolina","177,843","227,907"
45017,"Calhoun County, South Carolina","15,175","14,553"
45019,"Charleston County, South Carolina","350,209","411,406"
45021,"Cherokee County, South Carolina","55,342","57,300"
45023,"Chester County, South Carolina","33,140","32,244"
45025,"Chesterfield County, South Carolina","46,734","45,650"
45027,"Clarendon County, South Carolina","34,971","33,745"
45029,"Colleton County, South Carolina","38,892","37,677"
45031,"Darlington County, South Carolina","68,681","66,618"
45033,"Dillon County, South Carolina","32,062","30,479"
45035,"Dorchester County, South Carolina","136,555","162,809"
45037,"Edgefield County, South Carolina","26,985","27,260"
45039,"Fairfield County, South Carolina","23,956","22,347"
45041,"Florence County, South Carolina","136,885","138,293"
45043,"Georgetown County, South Carolina","60,158","62,680"
45045,"Greenville County, South Carolina","451,225","523,542"
45047,"Greenwood County, South Carolina","69,661","70,811"
45049,"Hampton County, South Carolina","21,090","19,222"
45051,"Horry County, South Carolina","269,291","354,081"
45053,"Jasper County, South Carolina","24,777","30,073"
45055,"Kershaw County, South Carolina","61,697","66,551"
45057,"Lancaster County, South Carolina","76,652","98,012"
45059,"Laurens County, South Carolina","66,537","67,493"
45061,"Lee County, South Carolina","19,220","16,828"
45063,"Lexington County, South Carolina","262,391","298,750"
45067,"Marion County, South Carolina","33,062","30,657"
45069,"Marlboro County, South Carolina","28,933","26,118"
45065,"McCormick County, South Carolina","10,233","9,463"
45071,"Newberry County, South Carolina","37,508","38,440"
45073,"Oconee County, South Carolina","74,273","79,546"
45075,"Orangeburg County, South Carolina","92,501","86,175"
45077,"Pickens County, South Carolina","119,224","126,884"
45079,"Richland County, South Carolina","384,504","415,759"
45081,"Saluda County, South Carolina","19,875","20,473"
45083,"Spartanburg County, South Carolina","284,307","319,785"
45085,"Sumter County, South Carolina","107,456","106,721"
45087,"Union County, South Carolina","28,961","27,316"
45089,"Williamsburg County, South Carolina","34,423","30,368"
45091,"York County, South Carolina","226,073","280,979"
46003,"Aurora County, South Dakota","2,710","2,751"
46005,"Beadle County, South Dakota","17,398","18,453"
46007,"Bennett County, South Dakota","3,431","3,365"
46009,"Bon Homme County, South Dakota","7,070","6,901"
46011,"Brookings County, South Dakota","31,965","35,077"
46013,"Brown County, South Dakota","36,531","38,839"
46015,"Brule County, South Dakota","5,255","5,297"
46017,"Buffalo County, South Dakota","1,912","1,962"
46019,"Butte County, South Dakota","10,110","10,429"
46021,"Campbell County, South Dakota","1,466","1,376"
46023,"Charles Mix County, South Dakota","9,129","9,292"
46025,"Clark County, South Dakota","3,691","3,736"
46027,"Clay County, South Dakota","13,864","14,070"
46029,"Codington County, South Dakota","27,227","28,009"
46031,"Corson County, South Dakota","4,050","4,086"
46033,"Custer County, South Dakota","8,216","8,972"
46035,"Davison County, South Dakota","19,504","19,775"
46037,"Day County, South Dakota","5,710","5,424"
46039,"Deuel County, South Dakota","4,364","4,351"
46041,"Dewey County, South Dakota","5,301","5,892"
46043,"Douglas County, South Dakota","3,002","2,921"
46045,"Edmunds County, South Dakota","4,071","3,829"
46047,"Fall River County, South Dakota","7,094","6,713"
46049,"Faulk County, South Dakota","2,364","2,299"
46051,"Grant County, South Dakota","7,356","7,052"
46053,"Gregory County, South Dakota","4,271","4,185"
46055,"Haakon County, South Dakota","1,937","1,899"
46057,"Hamlin County, South Dakota","5,903","6,164"
46059,"Hand County, South Dakota","3,431","3,191"
46061,"Hanson County, South Dakota","3,331","3,453"
46063,"Harding County, South Dakota","1,255","1,298"
46065,"Hughes County, South Dakota","17,022","17,526"
46067,"Hutchinson County, South Dakota","7,343","7,291"
46069,"Hyde County, South Dakota","1,420","1,301"
46071,"Jackson County, South Dakota","3,031","3,344"
46073,"Jerauld County, South Dakota","2,071","2,013"
46075,"Jones County, South Dakota","1,006",903
46077,"Kingsbury County, South Dakota","5,148","4,939"
46079,"Lake County, South Dakota","11,200","12,797"
46081,"Lawrence County, South Dakota","24,097","25,844"
46083,"Lincoln County, South Dakota","44,828","61,128"
46085,"Lyman County, South Dakota","3,755","3,781"
46091,"Marshall County, South Dakota","4,656","4,935"
46087,"McCook County, South Dakota","5,618","5,586"
46089,"McPherson County, South Dakota","2,459","2,379"
46093,"Meade County, South Dakota","25,434","28,332"
46095,"Mellette County, South Dakota","2,048","2,061"
46097,"Miner County, South Dakota","2,389","2,216"
46099,"Minnehaha County, South Dakota","169,468","193,134"
46101,"Moody County, South Dakota","6,486","6,576"
46102,"Oglala Lakota County, South Dakota","13,586","14,177"
46103,"Pennington County, South Dakota","100,948","113,775"
46105,"Perkins County, South Dakota","2,982","2,865"
46107,"Potter County, South Dakota","2,329","2,153"
46109,"Roberts County, South Dakota","10,149","10,394"
46111,"Sanborn County, South Dakota","2,355","2,344"
46115,"Spink County, South Dakota","6,415","6,376"
46117,"Stanley County, South Dakota","2,966","3,098"
46119,"Sully County, South Dakota","1,373","1,391"
46121,"Todd County, South Dakota","9,612","10,177"
46123,"Tripp County, South Dakota","5,644","5,441"
46125,"Turner County, South Dakota","8,347","8,384"
46127,"Union County, South Dakota","14,399","15,932"
46129,"Walworth County, South Dakota","5,438","5,435"
46135,"Yankton County, South Dakota","22,438","22,814"
46137,"Ziebach County, South Dakota","2,801","2,756"
47001,"Anderson County, Tennessee","75,129","76,978"
47003,"Bedford County, Tennessee","45,058","49,713"
47005,"Benton County, Tennessee","16,489","16,160"
47007,"Bledsoe County, Tennessee","12,876","15,064"
47009,"Blount County, Tennessee","123,010","133,088"
47011,"Bradley County, Tennessee","98,963","108,110"
47013,"Campbell County, Tennessee","40,716","39,842"
47015,"Cannon County, Tennessee","13,801","14,678"
47017,"Carroll County, Tennessee","28,522","27,767"
47019,"Carter County, Tennessee","57,424","56,391"
47021,"Cheatham County, Tennessee","39,105","40,667"
47023,"Chester County, Tennessee","17,131","17,297"
47025,"Claiborne County, Tennessee","32,213","31,959"
47027,"Clay County, Tennessee","7,861","7,615"
47029,"Cocke County, Tennessee","35,662","36,004"
47031,"Coffee County, Tennessee","52,796","56,520"
47033,"Crockett County, Tennessee","14,586","14,230"
47035,"Cumberland County, Tennessee","56,053","60,520"
47037,"Davidson County, Tennessee","626,681","694,144"
47039,"Decatur County, Tennessee","11,757","11,663"
47041,"DeKalb County, Tennessee","18,723","20,490"
47043,"Dickson County, Tennessee","49,666","53,948"
47045,"Dyer County, Tennessee","38,335","37,159"
47047,"Fayette County, Tennessee","38,413","41,133"
47049,"Fentress County, Tennessee","17,959","18,523"
47051,"Franklin County, Tennessee","41,052","42,208"
47053,"Gibson County, Tennessee","49,683","49,133"
47055,"Giles County, Tennessee","29,485","29,464"
47057,"Grainger County, Tennessee","22,657","23,320"
47059,"Greene County, Tennessee","68,831","69,069"
47061,"Grundy County, Tennessee","13,703","13,427"
47063,"Hamblen County, Tennessee","62,544","64,934"
47065,"Hamilton County, Tennessee","336,463","367,804"
47067,"Hancock County, Tennessee","6,819","6,620"
47069,"Hardeman County, Tennessee","27,253","25,050"
47071,"Hardin County, Tennessee","26,026","25,652"
47073,"Hawkins County, Tennessee","56,833","56,786"
47075,"Haywood County, Tennessee","18,787","17,304"
47077,"Henderson County, Tennessee","27,769","28,117"
47079,"Henry County, Tennessee","32,330","32,345"
47081,"Hickman County, Tennessee","24,690","25,178"
47083,"Houston County, Tennessee","8,426","8,201"
47085,"Humphreys County, Tennessee","18,538","18,582"
47087,"Jackson County, Tennessee","11,638","11,786"
47089,"Jefferson County, Tennessee","51,407","54,495"
47091,"Johnson County, Tennessee","18,244","17,788"
47093,"Knox County, Tennessee","432,226","470,313"
47095,"Lake County, Tennessee","7,832","7,016"
47097,"Lauderdale County, Tennessee","27,815","25,633"
47099,"Lawrence County, Tennessee","41,869","44,142"
47101,"Lewis County, Tennessee","12,161","12,268"
47103,"Lincoln County, Tennessee","33,361","34,366"
47105,"Loudon County, Tennessee","48,556","54,068"
47111,"Macon County, Tennessee","22,248","24,602"
47113,"Madison County, Tennessee","98,294","97,984"
47115,"Marion County, Tennessee","28,237","28,907"
47117,"Marshall County, Tennessee","30,617","34,375"
47119,"Maury County, Tennessee","80,956","96,387"
47107,"McMinn County, Tennessee","52,266","53,794"
47109,"McNairy County, Tennessee","26,075","25,694"
47121,"Meigs County, Tennessee","11,753","12,422"
47123,"Monroe County, Tennessee","44,519","46,545"
47125,"Montgomery County, Tennessee","172,331","208,993"
47127,"Moore County, Tennessee","6,362","6,488"
47129,"Morgan County, Tennessee","21,987","21,403"
47131,"Obion County, Tennessee","31,807","30,069"
47133,"Overton County, Tennessee","22,083","22,241"
47135,"Perry County, Tennessee","7,915","8,076"
47137,"Pickett County, Tennessee","5,077","5,048"
47139,"Polk County, Tennessee","16,825","16,832"
47141,"Putnam County, Tennessee","72,321","80,245"
47143,"Rhea County, Tennessee","31,809","33,167"
47145,"Roane County, Tennessee","54,181","53,382"
47147,"Robertson County, Tennessee","66,283","71,813"
47149,"Rutherford County, Tennessee","262,604","332,285"
47151,"Scott County, Tennessee","22,228","22,068"
47153,"Sequatchie County, Tennessee","14,112","15,026"
47155,"Sevier County, Tennessee","89,889","98,250"
47157,"Shelby County, Tennessee","927,644","937,166"
47159,"Smith County, Tennessee","19,166","20,157"
47161,"Stewart County, Tennessee","13,324","13,715"
47163,"Sullivan County, Tennessee","156,823","158,348"
47165,"Sumner County, Tennessee","160,645","191,283"
47167,"Tipton County, Tennessee","61,081","61,599"
47169,"Trousdale County, Tennessee","7,870","11,284"
47171,"Unicoi County, Tennessee","18,313","17,883"
47173,"Union County, Tennessee","19,109","19,972"
47175,"Van Buren County, Tennessee","5,548","5,872"
47177,"Warren County, Tennessee","39,839","41,277"
47179,"Washington County, Tennessee","122,979","129,375"
47181,"Wayne County, Tennessee","17,021","16,673"
47183,"Weakley County, Tennessee","35,021","33,328"
47185,"White County, Tennessee","25,841","27,345"
47187,"Williamson County, Tennessee","183,182","238,412"
47189,"Wilson County, Tennessee","113,993","144,657"
48001,"Anderson County, Texas","58,458","57,735"
48003,"Andrews County, Texas","14,786","18,705"
48005,"Angelina County, Texas","86,771","86,715"
48007,"Aransas County, Texas","23,158","23,510"
48009,"Archer County, Texas","9,054","8,553"
48011,"Armstrong County, Texas","1,901","1,887"
48013,"Atascosa County, Texas","44,911","51,153"
48015,"Austin County, Texas","28,417","30,032"
48017,"Bailey County, Texas","7,165","7,000"
48019,"Bandera County, Texas","20,485","23,112"
48021,"Bastrop County, Texas","74,171","88,723"
48023,"Baylor County, Texas","3,726","3,509"
48025,"Bee County, Texas","31,861","32,565"
48027,"Bell County, Texas","310,235","362,924"
48029,"Bexar County, Texas","1,714,773","2,003,554"
48031,"Blanco County, Texas","10,497","11,931"
48033,"Borden County, Texas",641,654
48035,"Bosque County, Texas","18,212","18,685"
48037,"Bowie County, Texas","92,565","93,245"
48039,"Brazoria County, Texas","313,166","374,264"
48041,"Brazos County, Texas","194,851","229,211"
48043,"Brewster County, Texas","9,232","9,203"
48045,"Briscoe County, Texas","1,637","1,546"
48047,"Brooks County, Texas","7,223","7,093"
48049,"Brown County, Texas","38,106","37,864"
48051,"Burleson County, Texas","17,187","18,443"
48053,"Burnet County, Texas","42,750","48,155"
48055,"Caldwell County, Texas","38,066","43,664"
48057,"Calhoun County, Texas","21,381","21,290"
48059,"Callahan County, Texas","13,544","13,943"
48061,"Cameron County, Texas","406,220","423,163"
48063,"Camp County, Texas","12,401","13,094"
48065,"Carson County, Texas","6,182","5,926"
48067,"Cass County, Texas","30,464","30,026"
48069,"Castro County, Texas","8,062","7,530"
48071,"Chambers County, Texas","35,096","43,837"
48073,"Cherokee County, Texas","50,845","52,646"
48075,"Childress County, Texas","7,041","7,306"
48077,"Clay County, Texas","10,752","10,471"
48079,"Cochran County, Texas","3,127","2,853"
48081,"Coke County, Texas","3,320","3,387"
48083,"Coleman County, Texas","8,895","8,175"
48085,"Collin County, Texas","782,341","1,034,730"
48087,"Collingsworth County, Texas","3,057","2,920"
48089,"Colorado County, Texas","20,874","21,493"
48091,"Comal County, Texas","108,472","156,209"
48093,"Comanche County, Texas","13,974","13,635"
48095,"Concho County, Texas","4,087","2,726"
48097,"Cooke County, Texas","38,437","41,257"
48099,"Coryell County, Texas","75,388","75,951"
48101,"Cottle County, Texas","1,505","1,398"
48103,"Crane County, Texas","4,375","4,797"
48105,"Crockett County, Texas","3,719","3,464"
48107,"Crosby County, Texas","6,059","5,737"
48109,"Culberson County, Texas","2,398","2,171"
48111,"Dallam County, Texas","6,703","7,287"
48113,"Dallas County, Texas","2,368,139","2,635,516"
48115,"Dawson County, Texas","13,833","12,728"
48117,"Deaf Smith County, Texas","19,372","18,546"
48119,"Delta County, Texas","5,231","5,331"
48121,"Denton County, Texas","662,614","887,207"
48123,"DeWitt County, Texas","20,097","20,160"
48125,"Dickens County, Texas","2,444","2,211"
48127,"Dimmit County, Texas","9,996","10,124"
48129,"Donley County, Texas","3,677","3,278"
48131,"Duval County, Texas","11,782","11,157"
48133,"Eastland County, Texas","18,583","18,360"
48135,"Ector County, Texas","137,130","166,223"
48137,"Edwards County, Texas","2,002","1,932"
48141,"El Paso County, Texas","800,647","839,238"
48139,"Ellis County, Texas","149,610","184,826"
48143,"Erath County, Texas","37,890","42,698"
48145,"Falls County, Texas","17,866","17,297"
48147,"Fannin County, Texas","33,915","35,514"
48149,"Fayette County, Texas","24,554","25,346"
48151,"Fisher County, Texas","3,974","3,830"
48153,"Floyd County, Texas","6,446","5,712"
48155,"Foard County, Texas","1,336","1,155"
48157,"Fort Bend County, Texas","585,375","811,688"
48159,"Franklin County, Texas","10,605","10,725"
48161,"Freestone County, Texas","19,816","19,717"
48163,"Frio County, Texas","17,217","20,306"
48165,"Gaines County, Texas","17,526","21,492"
48167,"Galveston County, Texas","291,309","342,139"
48169,"Garza County, Texas","6,461","6,229"
48171,"Gillespie County, Texas","24,837","26,988"
48173,"Glasscock County, Texas","1,226","1,409"
48175,"Goliad County, Texas","7,210","7,658"
48177,"Gonzales County, Texas","19,807","20,837"
48179,"Gray County, Texas","22,535","21,886"
48181,"Grayson County, Texas","120,877","136,212"
48183,"Gregg County, Texas","121,730","123,945"
48185,"Grimes County, Texas","26,604","28,880"
48187,"Guadalupe County, Texas","131,533","166,847"
48189,"Hale County, Texas","36,273","33,406"
48191,"Hall County, Texas","3,353","2,964"
48193,"Hamilton County, Texas","8,517","8,461"
48195,"Hansford County, Texas","5,613","5,399"
48197,"Hardeman County, Texas","4,139","3,933"
48199,"Hardin County, Texas","54,635","57,602"
48201,"Harris County, Texas","4,092,459","4,713,325"
48203,"Harrison County, Texas","65,631","66,553"
48205,"Hartley County, Texas","6,062","5,576"
48207,"Haskell County, Texas","5,899","5,658"
48209,"Hays County, Texas","157,107","230,191"
48211,"Hemphill County, Texas","3,807","3,819"
48213,"Henderson County, Texas","78,532","82,737"
48215,"Hidalgo County, Texas","774,769","868,707"
48217,"Hill County, Texas","35,089","36,649"
48219,"Hockley County, Texas","22,935","23,021"
48221,"Hood County, Texas","51,182","61,643"
48223,"Hopkins County, Texas","35,161","37,084"
48225,"Houston County, Texas","23,732","22,968"
48227,"Howard County, Texas","35,012","36,664"
48229,"Hudspeth County, Texas","3,476","4,886"
48231,"Hunt County, Texas","86,129","98,594"
48233,"Hutchinson County, Texas","22,150","20,938"
48235,"Irion County, Texas","1,599","1,536"
48237,"Jack County, Texas","9,044","8,935"
48239,"Jackson County, Texas","14,075","14,760"
48241,"Jasper County, Texas","35,710","35,529"
48243,"Jeff Davis County, Texas","2,342","2,274"
48245,"Jefferson County, Texas","252,273","251,565"
48247,"Jim Hogg County, Texas","5,300","5,200"
48249,"Jim Wells County, Texas","40,838","40,482"
48251,"Johnson County, Texas","150,934","175,817"
48253,"Jones County, Texas","20,202","20,083"
48255,"Karnes County, Texas","14,824","15,601"
48257,"Kaufman County, Texas","103,350","136,154"
48259,"Kendall County, Texas","33,410","47,431"
48261,"Kenedy County, Texas",416,404
48263,"Kent County, Texas",808,762
48265,"Kerr County, Texas","49,625","52,600"
48267,"Kimble County, Texas","4,607","4,337"
48269,"King County, Texas",286,272
48271,"Kinney County, Texas","3,598","3,667"
48273,"Kleberg County, Texas","32,061","30,680"
48275,"Knox County, Texas","3,719","3,664"
48283,"La Salle County, Texas","6,886","7,520"
48277,"Lamar County, Texas","49,793","49,859"
48279,"Lamb County, Texas","13,977","12,893"
48281,"Lampasas County, Texas","19,677","21,428"
48285,"Lavaca County, Texas","19,263","20,154"
48287,"Lee County, Texas","16,612","17,239"
48289,"Leon County, Texas","16,801","17,404"
48291,"Liberty County, Texas","75,643","88,219"
48293,"Limestone County, Texas","23,384","23,437"
48295,"Lipscomb County, Texas","3,302","3,233"
48297,"Live Oak County, Texas","11,531","12,207"
48299,"Llano County, Texas","19,301","21,795"
48301,"Loving County, Texas",82,169
48303,"Lubbock County, Texas","278,831","310,569"
48305,"Lynn County, Texas","5,915","5,951"
48313,"Madison County, Texas","13,664","14,284"
48315,"Marion County, Texas","10,546","9,854"
48317,"Martin County, Texas","4,799","5,771"
48319,"Mason County, Texas","4,012","4,274"
48321,"Matagorda County, Texas","36,702","36,643"
48323,"Maverick County, Texas","54,258","58,722"
48307,"McCulloch County, Texas","8,283","7,984"
48309,"McLennan County, Texas","234,906","256,623"
48311,"McMullen County, Texas",707,743
48325,"Medina County, Texas","46,006","51,584"
48327,"Menard County, Texas","2,242","2,138"
48329,"Midland County, Texas","136,872","176,832"
48331,"Milam County, Texas","24,757","24,823"
48333,"Mills County, Texas","4,936","4,873"
48335,"Mitchell County, Texas","9,403","8,545"
48337,"Montague County, Texas","19,719","19,818"
48339,"Montgomery County, Texas","455,746","607,391"
48341,"Moore County, Texas","21,904","20,940"
48343,"Morris County, Texas","12,934","12,388"
48345,"Motley County, Texas","1,210","1,200"
48347,"Nacogdoches County, Texas","64,524","65,204"
48349,"Navarro County, Texas","47,735","50,113"
48351,"Newton County, Texas","14,445","13,595"
48353,"Nolan County, Texas","15,216","14,714"
48355,"Nueces County, Texas","340,223","362,294"
48357,"Ochiltree County, Texas","10,223","9,836"
48359,"Oldham County, Texas","2,052","2,112"
48361,"Orange County, Texas","81,837","83,396"
48363,"Palo Pinto County, Texas","28,111","29,189"
48365,"Panola County, Texas","23,796","23,194"
48367,"Parker County, Texas","116,927","142,878"
48369,"Parmer County, Texas","10,269","9,605"
48371,"Pecos County, Texas","15,507","15,823"
48373,"Polk County, Texas","45,413","51,353"
48375,"Potter County, Texas","121,073","117,415"
48377,"Presidio County, Texas","7,818","6,704"
48379,"Rains County, Texas","10,914","12,514"
48381,"Randall County, Texas","120,725","137,713"
48383,"Reagan County, Texas","3,367","3,849"
48385,"Real County, Texas","3,309","3,452"
48387,"Red River County, Texas","12,860","12,023"
48389,"Reeves County, Texas","13,783","15,976"
48391,"Refugio County, Texas","7,383","6,948"
48393,"Roberts County, Texas",929,854
48395,"Robertson County, Texas","16,622","17,074"
48397,"Rockwall County, Texas","78,337","104,915"
48399,"Runnels County, Texas","10,501","10,264"
48401,"Rusk County, Texas","53,330","54,406"
48403,"Sabine County, Texas","10,834","10,542"
48405,"San Augustine County, Texas","8,865","8,237"
48407,"San Jacinto County, Texas","26,384","28,859"
48409,"San Patricio County, Texas","64,804","66,730"
48411,"San Saba County, Texas","6,131","6,055"
48413,"Schleicher County, Texas","3,461","2,793"
48415,"Scurry County, Texas","16,921","16,703"
48417,"Shackelford County, Texas","3,378","3,265"
48419,"Shelby County, Texas","25,448","25,274"
48421,"Sherman County, Texas","3,034","3,022"
48423,"Smith County, Texas","209,714","232,751"
48425,"Somervell County, Texas","8,490","9,128"
48427,"Starr County, Texas","60,968","64,633"
48429,"Stephens County, Texas","9,630","9,366"
48431,"Sterling County, Texas","1,143","1,291"
48433,"Stonewall County, Texas","1,490","1,350"
48435,"Sutton County, Texas","4,128","3,776"
48437,"Swisher County, Texas","7,854","7,397"
48439,"Tarrant County, Texas","1,809,034","2,102,515"
48441,"Taylor County, Texas","131,506","138,034"
48443,"Terrell County, Texas",984,776
48445,"Terry County, Texas","12,651","12,337"
48447,"Throckmorton County, Texas","1,641","1,501"
48449,"Titus County, Texas","32,334","32,750"
48451,"Tom Green County, Texas","110,224","119,200"
48453,"Travis County, Texas","1,024,266","1,273,954"
48455,"Trinity County, Texas","14,585","14,651"
48457,"Tyler County, Texas","21,766","21,672"
48459,"Upshur County, Texas","39,309","41,753"
48461,"Upton County, Texas","3,355","3,657"
48463,"Uvalde County, Texas","26,405","26,741"
48465,"Val Verde County, Texas","48,879","49,025"
48467,"Van Zandt County, Texas","52,579","56,590"
48469,"Victoria County, Texas","86,793","92,084"
48471,"Walker County, Texas","67,861","72,971"
48473,"Waller County, Texas","43,205","55,246"
48475,"Ward County, Texas","10,658","11,998"
48477,"Washington County, Texas","33,718","35,882"
48479,"Webb County, Texas","250,304","276,652"
48481,"Wharton County, Texas","41,280","41,556"
48483,"Wheeler County, Texas","5,410","5,056"
48485,"Wichita County, Texas","131,500","132,230"
48487,"Wilbarger County, Texas","13,535","12,769"
48489,"Willacy County, Texas","22,134","21,358"
48491,"Williamson County, Texas","422,679","590,551"
48493,"Wilson County, Texas","42,918","51,070"
48495,"Winkler County, Texas","7,110","8,010"
48497,"Wise County, Texas","59,127","69,984"
48499,"Wood County, Texas","41,964","45,539"
48501,"Yoakum County, Texas","7,879","8,713"
48503,"Young County, Texas","18,550","18,010"
48505,"Zapata County, Texas","14,018","14,179"
48507,"Zavala County, Texas","11,677","11,840"
49001,"Beaver County, Utah","6,629","6,710"
49003,"Box Elder County, Utah","49,975","56,046"
49005,"Cache County, Utah","112,656","128,289"
49007,"Carbon County, Utah","21,403","20,463"
49009,"Daggett County, Utah","1,059",950
49011,"Davis County, Utah","306,479","355,481"
49013,"Duchesne County, Utah","18,607","19,938"
49015,"Emery County, Utah","10,976","10,012"
49017,"Garfield County, Utah","5,172","5,051"
49019,"Grand County, Utah","9,225","9,754"
49021,"Iron County, Utah","46,163","54,839"
49023,"Juab County, Utah","10,246","12,017"
49025,"Kane County, Utah","7,125","7,886"
49027,"Millard County, Utah","12,503","13,188"
49029,"Morgan County, Utah","9,469","12,124"
49031,"Piute County, Utah","1,556","1,479"
49033,"Rich County, Utah","2,264","2,483"
49035,"Salt Lake County, Utah","1,029,655","1,160,437"
49037,"San Juan County, Utah","14,746","15,308"
49039,"Sanpete County, Utah","27,822","30,939"
49041,"Sevier County, Utah","20,802","21,620"
49043,"Summit County, Utah","36,324","42,145"
49045,"Tooele County, Utah","58,218","72,259"
49047,"Uintah County, Utah","32,588","35,734"
49049,"Utah County, Utah","516,564","636,235"
49051,"Wasatch County, Utah","23,530","34,091"
49053,"Washington County, Utah","138,115","177,556"
49055,"Wayne County, Utah","2,778","2,711"
49057,"Weber County, Utah","231,236","260,213"
50001,"Addison County, Vermont","36,821","36,777"
50003,"Bennington County, Vermont","37,125","35,470"
50005,"Caledonia County, Vermont","31,227","29,993"
50007,"Chittenden County, Vermont","156,545","163,774"
50009,"Essex County, Vermont","6,306","6,163"
50011,"Franklin County, Vermont","47,746","49,402"
50013,"Grand Isle County, Vermont","6,970","7,235"
50015,"Lamoille County, Vermont","24,475","25,362"
50017,"Orange County, Vermont","28,936","28,892"
50019,"Orleans County, Vermont","27,231","27,037"
50021,"Rutland County, Vermont","61,642","58,191"
50023,"Washington County, Vermont","59,534","58,409"
50025,"Windham County, Vermont","44,513","42,222"
50027,"Windsor County, Vermont","56,670","55,062"
51001,"Accomack County, Virginia","33,164","32,316"
51003,"Albemarle County, Virginia","98,970","109,330"
51510,"Alexandria County, Virginia","139,966","159,428"
51005,"Alleghany County, Virginia","16,250","14,860"
51007,"Amelia County, Virginia","12,690","13,145"
51009,"Amherst County, Virginia","32,353","31,605"
51011,"Appomattox County, Virginia","14,973","15,911"
51013,"Arlington County, Virginia","207,627","236,842"
51015,"Augusta County, Virginia","73,750","75,558"
51017,"Bath County, Virginia","4,731","4,147"
51019,"Bedford County, Virginia","68,676","78,997"
51021,"Bland County, Virginia","6,824","6,280"
51023,"Botetourt County, Virginia","33,148","33,419"
51520,"Bristol County, Virginia","17,835","16,762"
51025,"Brunswick County, Virginia","17,434","16,231"
51027,"Buchanan County, Virginia","24,098","21,004"
51029,"Buckingham County, Virginia","17,146","17,148"
51530,"Buena Vista County, Virginia","6,650","6,478"
51031,"Campbell County, Virginia","54,842","54,885"
51033,"Caroline County, Virginia","28,545","30,725"
51035,"Carroll County, Virginia","30,042","29,791"
51036,"Charles City County, Virginia","7,256","6,963"
51037,"Charlotte County, Virginia","12,586","11,880"
51540,"Charlottesville County, Virginia","43,475","47,266"
51550,"Chesapeake County, Virginia","222,209","244,835"
51041,"Chesterfield County, Virginia","316,236","352,802"
51043,"Clarke County, Virginia","14,034","14,619"
51570,"Colonial Heights County, Virginia","17,411","17,370"
51580,"Covington County, Virginia","5,961","5,538"
51045,"Craig County, Virginia","5,190","5,131"
51047,"Culpeper County, Virginia","46,689","52,605"
51049,"Cumberland County, Virginia","10,052","9,932"
51590,"Danville County, Virginia","43,055","40,044"
51051,"Dickenson County, Virginia","15,903","14,318"
51053,"Dinwiddie County, Virginia","28,001","28,544"
51595,"Emporia County, Virginia","5,927","5,346"
51057,"Essex County, Virginia","11,151","10,953"
51600,"Fairfax City County, Virginia","22,565","24,019"
51059,"Fairfax County, Virginia","1,081,726","1,147,532"
51610,"Falls Church County, Virginia","12,332","14,617"
51061,"Fauquier County, Virginia","65,203","71,222"
51063,"Floyd County, Virginia","15,279","15,749"
51065,"Fluvanna County, Virginia","25,691","27,270"
51620,"Franklin City County, Virginia","8,582","7,967"
51067,"Franklin County, Virginia","56,159","56,042"
51069,"Frederick County, Virginia","78,305","89,313"
51630,"Fredericksburg County, Virginia","24,286","29,036"
51640,"Galax County, Virginia","7,042","6,347"
51071,"Giles County, Virginia","17,286","16,720"
